,Name,Platform,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
1731,Fallout: New Vegas,PC,2010,0.59,0.45,0.0,0.14,1.17,84.0,39,8.6,2754
1733,WWE SmackDown vs. Raw 2010,PS3,2009,0.48,0.48,0.01,0.2,1.17,81.0,38,8.1,55
1736,Army of Two,PS3,2008,0.74,0.26,0.02,0.15,1.17,74.0,43,7.3,118
1737,Spore,PC,2008,0.03,1.06,0.0,0.08,1.17,84.0,75,5.3,1711
1741,Midnight Club 3: DUB Edition Remix,PS2,2006,0.97,0.04,0.0,0.16,1.16,85.0,19,8.9,53
1744,Mirror's Edge,X360,2008,0.51,0.51,0.01,0.13,1.16,79.0,82,7.6,328
1745,Sonic the Hedgehog,PS3,2006,0.41,0.06,0.04,0.66,1.16,43.0,17,4.1,176
1753,FIFA 14,XOne,2013,0.41,0.66,0.0,0.09,1.16,88.0,22,5.8,328
1754,Final Fantasy Tactics: The War of the Lions,PSP,2007,0.45,0.24,0.3,0.16,1.16,88.0,41,8,238
1756,Sniper: Ghost Warrior,X360,2010,0.54,0.5,0.0,0.12,1.16,45.0,39,5.8,89
1757,Sonic Rush Adventure,DS,2007,0.53,0.48,0.01,0.12,1.15,78.0,32,8.2,66
1763,Football Manager 2013,PC,2012,0.0,0.95,0.0,0.21,1.15,86.0,37,6.7,228
1765,Medal of Honor: Warfighter,X360,2012,0.59,0.45,0.01,0.1,1.15,53.0,43,5.4,437
1772,Call of Duty 4: Modern Warfare,PC,2007,0.0,1.12,0.0,0.03,1.15,92.0,40,8.5,2360
1775,WWE 2K15,PS4,2014,0.39,0.57,0.0,0.19,1.15,62.0,44,5.1,164
1780,Shadow of the Colossus,PS2,2005,0.78,0.03,0.2,0.13,1.14,91.0,77,9.1,933
1782,Ninja Gaiden Sigma,PS3,2007,0.57,0.32,0.09,0.16,1.14,88.0,46,7.5,155
1783,WWE 2K14,PS3,2013,0.49,0.46,0.0,0.19,1.14,74.0,22,7.5,121
1798,Sunset Overdrive,XOne,2014,0.63,0.4,0.0,0.1,1.14,81.0,89,7.7,1137
1801,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016,0.41,0.45,0.11,0.17,1.14,79.0,60,8.2,201
1806,Watch Dogs 2,PS4,2016,0.37,0.58,0.0,0.18,1.13,83.0,88,7.8,621
1810,Mirror's Edge,PS3,2008,0.31,0.58,0.02,0.22,1.13,79.0,66,7.8,362
1811,Guitar Hero 5,X360,2009,0.65,0.37,0.0,0.11,1.13,85.0,69,6.8,108
1812,Alien: Isolation,PS4,2014,0.34,0.57,0.04,0.17,1.13,79.0,50,8.1,795
1814,Fantasy Life,3DS,2012,0.33,0.37,0.37,0.06,1.13,73.0,51,8.6,209
1817,The Legend of Zelda: Tri Force Heroes,3DS,2015,0.53,0.33,0.17,0.08,1.12,73.0,73,7.6,179
1822,ModNation Racers,PS3,2010,0.5,0.4,0.06,0.16,1.12,82.0,85,8.4,201
1823,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005,1.03,0.0,0.01,0.08,1.12,82.0,44,8.6,63
1824,Rocksmith,PS3,2011,0.53,0.36,0.09,0.15,1.12,80.0,27,8.3,52
1827,Rocksmith,X360,2011,0.84,0.19,0.01,0.08,1.12,77.0,30,8.2,62
1830,Yakuza 3,PS3,2009,0.21,0.2,0.62,0.08,1.12,79.0,77,8.1,165
1831,Persona 4: Golden,PSV,2012,0.36,0.23,0.38,0.15,1.12,93.0,61,9.2,1228
1833,Crackdown 2,X360,2010,0.63,0.36,0.02,0.1,1.12,70.0,91,6,202
1834,The Beatles: Rock Band,PS3,2009,0.67,0.29,0.0,0.15,1.12,88.0,60,8.7,59
1835,Dragon Age II,X360,2011,0.72,0.29,0.01,0.09,1.11,79.0,75,4.5,2380
1836,Counter-Strike,XB,2003,0.85,0.23,0.0,0.04,1.11,74.0,38,7.6,51
1839,Fight Night Champion,PS3,2011,0.45,0.49,0.0,0.18,1.11,84.0,52,7.3,95
1841,Tom Clancy's Splinter Cell: Chaos Theory,XB,2005,0.68,0.38,0.0,0.05,1.11,94.0,70,9,160
1846,Pikmin 3,WiiU,2013,0.44,0.32,0.29,0.07,1.11,87.0,79,8.7,664
1847,WWE 2K14,X360,2013,0.64,0.37,0.0,0.1,1.11,75.0,43,7.7,100
1848,Dragon Ball: XenoVerse,PS4,2015,0.3,0.52,0.12,0.16,1.11,69.0,50,7.7,598
1852,Castlevania: Lords of Shadow,PS3,2010,0.5,0.35,0.1,0.15,1.1,85.0,62,8,468
1865,Tales of Symphonia,GC,2003,0.54,0.21,0.31,0.04,1.1,86.0,60,8.5,176
1866,LEGO City Undercover,WiiU,2013,0.47,0.42,0.13,0.08,1.1,80.0,66,8.2,283
1868,GRID,PS3,2008,0.31,0.56,0.03,0.2,1.1,87.0,39,8.1,109
1869,Medal of Honor: Airborne,X360,2007,0.45,0.52,0.01,0.12,1.1,73.0,54,6.7,77
1872,NCAA Football 14,X360,2013,1.01,0.0,0.0,0.08,1.09,77.0,18,5.8,74
1873,Yakuza 2,PS2,2006,0.05,0.04,0.84,0.16,1.09,77.0,34,8.1,52
1874,Guitar Hero 5,PS3,2009,0.53,0.39,0.0,0.17,1.09,86.0,54,5.7,87
1879,Untold Legends: Brotherhood of the Blade,PSP,2005,0.54,0.33,0.01,0.22,1.09,68.0,51,7.6,58
1880,Project CARS,PS4,2015,0.2,0.7,0.02,0.16,1.09,83.0,37,6.6,363
1882,Sonic and the Black Knight,Wii,2009,0.64,0.34,0.01,0.1,1.09,54.0,51,6.9,198
1883,The Godfather,PS2,2006,0.89,0.03,0.01,0.15,1.09,75.0,56,8.3,99
1884,Sonic Free Riders,X360,2010,0.74,0.25,0.0,0.09,1.09,47.0,52,2.1,98
1889,NCAA Football 13,X360,2012,1.02,0.0,0.0,0.07,1.09,76.0,20,5.5,65
1890,Skate 2,X360,2009,0.82,0.17,0.01,0.09,1.09,84.0,70,8,72
1892,NASCAR Thunder 2004,PS2,2003,0.53,0.41,0.0,0.14,1.08,88.0,15,8.9,77
1897,Empire: Total War,PC,2009,0.01,0.97,0.0,0.1,1.08,90.0,62,6.9,2981
1898,Virtua Fighter 5,PS3,2007,0.29,0.51,0.08,0.2,1.08,85.0,47,7.4,67
1899,Dante's Inferno,PS3,2010,0.64,0.28,0.04,0.13,1.08,75.0,69,7.5,265
1904,Forza Horizon 3,XOne,2016,0.42,0.58,0.0,0.08,1.08,91.0,90,7.4,594
1910,Star Fox: Assault,GC,2005,0.68,0.18,0.19,0.03,1.08,67.0,59,8.1,106
1915,Call of Duty 3,PS2,2006,0.89,0.03,0.0,0.15,1.07,82.0,14,7.4,83
1918,Prince of Persia,PS3,2008,0.47,0.4,0.03,0.17,1.07,85.0,59,7.3,245
1924,Tomb Raider: Underworld,X360,2008,0.53,0.42,0.01,0.11,1.07,76.0,57,6.6,198
1927,SoulCalibur III,PS2,2005,0.74,0.15,0.13,0.05,1.07,86.0,57,8.4,96
1928,Tiger Woods PGA Tour 10,Wii,2009,0.6,0.36,0.0,0.11,1.07,88.0,44,8.8,57
1932,Naruto: Ultimate Ninja Storm,PS3,2008,0.49,0.34,0.09,0.15,1.07,75.0,32,8.6,95
1934,Lightning Returns: Final Fantasy XIII,PS3,2013,0.31,0.2,0.45,0.11,1.07,66.0,62,5.9,552
1937,Mortal Kombat: Armageddon,PS2,2006,0.88,0.04,0.0,0.14,1.06,75.0,43,8.5,84
1939,Grand Theft Auto: Chinatown Wars,PSP,2009,0.28,0.49,0.03,0.27,1.06,90.0,77,7.3,146
1941,The Orange Box,PS3,2007,0.28,0.58,0.0,0.21,1.06,89.0,21,8.4,188
1944,Bully: Scholarship Edition,X360,2008,0.53,0.4,0.03,0.11,1.06,80.0,56,8.3,154
1948,Overwatch,XOne,2016,0.63,0.33,0.0,0.1,1.06,91.0,18,5.6,668
1951,Aliens vs Predator,X360,2010,0.55,0.4,0.0,0.11,1.06,64.0,64,7.3,247
1953,Diablo II: Lord of Destruction,PC,2001,1.03,0.02,0.0,0.0,1.06,87.0,21,9.1,639
1954,Endless Ocean,Wii,2007,0.43,0.46,0.09,0.09,1.06,72.0,42,8.1,61
1957,Darksiders,X360,2010,0.67,0.28,0.01,0.1,1.06,83.0,81,7.9,292
1958,Mercenaries 2: World in Flames,X360,2008,0.65,0.3,0.01,0.1,1.06,72.0,69,7.2,152
1960,Warhawk,PS3,2007,0.49,0.39,0.0,0.17,1.06,84.0,50,8.4,183
1961,DiRT 3,PS3,2011,0.27,0.57,0.01,0.2,1.06,87.0,52,7.1,122
1966,Resident Evil: The Darkside Chronicles,Wii,2009,0.46,0.31,0.2,0.09,1.05,75.0,55,8,60
1975,LEGO The Lord of the Rings,PS3,2012,0.37,0.49,0.0,0.19,1.05,82.0,16,8.3,85
1978,EA Sports UFC,PS4,2014,0.46,0.41,0.01,0.17,1.05,70.0,57,6.1,279
1979,Forza Motorsport,XB,2005,0.52,0.51,0.0,0.02,1.05,92.0,73,7.6,213
1984,Legacy of Kain: Soul Reaver,PS,0,0.58,0.4,0.0,0.07,1.04,91.0,17,9,132
1987,Sleeping Dogs,PS3,2012,0.31,0.49,0.05,0.19,1.04,83.0,40,7.7,645
1992,Aliens vs Predator,PS3,2010,0.41,0.46,0.0,0.18,1.04,65.0,57,7.3,168
1996,Sonic the Hedgehog,X360,2006,0.44,0.48,0.0,0.11,1.04,46.0,38,4.4,455
1999,The Simpsons Game,X360,2007,0.54,0.39,0.0,0.11,1.03,71.0,52,7.7,71
2000,F1 2012,PS3,2012,0.12,0.63,0.05,0.23,1.03,81.0,23,7.5,54
2001,Brink,X360,2011,0.59,0.35,0.01,0.09,1.03,68.0,85,5.8,404
2003,WipEout Pure,PSP,2005,0.47,0.34,0.0,0.23,1.03,88.0,56,7.9,102
2004,UFC Undisputed 3,PS3,2012,0.55,0.32,0.03,0.13,1.03,86.0,30,7.4,92
2012,The Legend of Zelda: Twilight Princess HD,WiiU,2016,0.56,0.3,0.08,0.09,1.03,86.0,74,8.4,329
2014,Tomb Raider,PC,1996,0.96,0.07,0.0,0.0,1.03,86.0,18,8.5,3552
2022,Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007,0.32,0.36,0.26,0.09,1.02,72.0,27,8.4,61
2024,NBA 2K17,XOne,2016,0.86,0.06,0.0,0.11,1.02,90.0,17,6.2,91
2025,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007,0.87,0.05,0.02,0.08,1.02,86.0,58,8.1,89
2026,Sonic Unleashed,PS3,2008,0.56,0.32,0.01,0.14,1.02,54.0,24,7.9,130
2033,Bulletstorm,X360,2011,0.61,0.32,0.01,0.08,1.02,84.0,83,7.6,439
2036,Sonic Generations,3DS,2011,0.44,0.47,0.01,0.09,1.02,66.0,29,6.9,108
2039,Pokemon Conquest,DS,2012,0.56,0.05,0.37,0.04,1.02,80.0,40,8.2,89
2044,Ace Combat 6: Fires of Liberation,X360,2007,0.69,0.04,0.22,0.06,1.01,80.0,54,7.9,101
2049,Ninja Gaiden II,X360,2008,0.65,0.22,0.05,0.1,1.01,81.0,74,8,302
2050,Assassin's Creed: Rogue,X360,2014,0.58,0.34,0.0,0.09,1.01,72.0,32,7.3,318
2051,Rayman Legends,PS4,2014,0.22,0.64,0.0,0.16,1.01,90.0,16,8.5,525
2053,Prince of Persia,X360,2008,0.54,0.34,0.02,0.1,1.01,81.0,73,7,189
2055,ZombiU,WiiU,2012,0.52,0.36,0.05,0.08,1.01,77.0,70,7.7,758
2056,Pokken Tournament,WiiU,2016,0.5,0.26,0.17,0.08,1.01,76.0,74,8,273
2060,God of War: Ghost of Sparta,PSP,2010,0.41,0.35,0.03,0.21,1.0,86.0,73,8.4,255
2067,SoulCalibur II,XB,2003,0.78,0.18,0.03,0.0,1.0,92.0,39,8.9,54
2073,Dynasty Warriors 3: Xtreme Legends,PS2,2002,0.13,0.1,0.74,0.03,1.0,72.0,16,9.3,54
2074,Rayman Origins,PS3,2011,0.33,0.49,0.01,0.17,1.0,87.0,43,8.4,238
2080,UFC Undisputed 3,X360,2012,0.72,0.2,0.0,0.08,0.99,85.0,60,7.6,88
2081,Kirby: Mass Attack,DS,2011,0.48,0.06,0.41,0.05,0.99,83.0,46,8.6,55
2082,Haze,PS3,2008,0.49,0.33,0.02,0.15,0.99,55.0,65,6.5,294
2083,Oddworld: Abe's Exoddus,PS,1998,0.55,0.38,0.0,0.06,0.99,88.0,13,9.1,69
2085,DiRT 2,PS3,2009,0.27,0.52,0.0,0.19,0.99,87.0,63,8.2,94
2087,Shadow The Hedgehog,GC,2005,0.76,0.2,0.0,0.03,0.99,51.0,22,6.6,120
2089,Apollo Justice: Ace Attorney,DS,2007,0.28,0.04,0.64,0.03,0.99,78.0,48,8.1,84
2091,Dark Souls,X360,2011,0.64,0.27,0.0,0.09,0.99,89.0,66,8.4,1106
2099,Tales of Graces f,PS3,2010,0.28,0.18,0.45,0.07,0.98,77.0,55,8.2,336
2100,Fallout 3,PC,2008,0.02,0.88,0.0,0.08,0.98,91.0,48,7.9,3450
2107,Dead Space 3,X360,2013,0.64,0.26,0.0,0.08,0.98,78.0,68,6.4,694
2108,Suikoden III,PS2,0,0.29,0.23,0.38,0.08,0.98,86.0,23,7.7,113
2110,Tom Clancy's Splinter Cell: Blacklist,X360,2013,0.57,0.32,0.01,0.08,0.98,82.0,58,7.5,383
2115,Grand Theft Auto: San Andreas,PC,2005,0.0,0.93,0.0,0.04,0.97,93.0,47,8.9,1841
2117,Fire Emblem,GBA,2003,0.49,0.18,0.29,0.01,0.97,88.0,31,9.2,144
2118,Brutal Legend,X360,2009,0.62,0.26,0.0,0.09,0.97,82.0,88,8,268
2121,NHL 2004,PS2,2003,0.47,0.37,0.0,0.12,0.97,85.0,19,7.6,53
2122,Grand Theft Auto: Vice City Stories,PS2,2007,0.78,0.03,0.03,0.13,0.97,75.0,37,7.9,67
2126,Mass Effect 3,PC,2012,0.4,0.44,0.0,0.12,0.97,89.0,23,5.5,5926
2130,Skylanders: Spyro's Adventure,X360,2011,0.53,0.34,0.0,0.1,0.97,78.0,35,5.2,53
2135,Dark Cloud 2,PS2,2002,0.38,0.25,0.26,0.07,0.96,87.0,41,9.1,174
2136,Far Cry 3,PC,2012,0.22,0.62,0.0,0.12,0.96,88.0,43,8.2,3183
2137,Evolve,PS4,2015,0.36,0.41,0.05,0.15,0.96,76.0,46,4.3,894
2138,Dead Space 3,PS3,2013,0.44,0.36,0.0,0.16,0.96,76.0,37,6.4,522
2145,Farming Simulator 2013,PC,2012,0.0,0.81,0.0,0.15,0.96,65.0,12,7.5,111
2147,de Blob,Wii,2008,0.49,0.37,0.0,0.1,0.96,82.0,48,8.6,73
2151,The Witcher 2: Assassins of Kings,PC,2011,0.25,0.56,0.0,0.14,0.96,88.0,76,8.5,4378
2152,Sniper Elite V2,PS3,2012,0.38,0.38,0.06,0.14,0.96,70.0,21,6.9,92
2155,Mario Tennis Open,3DS,2012,0.26,0.29,0.34,0.05,0.95,69.0,58,6.9,110
2156,PilotWings Resort,3DS,2011,0.4,0.36,0.13,0.07,0.95,71.0,64,7.4,88
2160,Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005,0.36,0.45,0.0,0.14,0.95,87.0,29,8.6,53
2161,Sonic Unleashed,X360,2008,0.54,0.32,0.0,0.09,0.95,60.0,50,7.8,238
2164,PlayStation All-Stars Battle Royale,PS3,2012,0.5,0.27,0.04,0.15,0.95,74.0,69,7.3,540
2168,Pro Evolution Soccer 2014,PS3,2013,0.03,0.41,0.51,0.0,0.95,78.0,39,4.1,303
2169,Yakuza 4,PS3,0,0.15,0.13,0.63,0.05,0.95,78.0,59,8,177
2171,Tom Clancy's Ghost Recon: Future Soldier,PS3,2012,0.41,0.32,0.09,0.12,0.95,79.0,18,6.9,156
2173,Driver: San Francisco,PS3,2011,0.24,0.52,0.01,0.18,0.95,79.0,53,7.7,114
2177,Army of Two: The 40th Day,X360,2010,0.62,0.24,0.0,0.09,0.95,73.0,79,7.3,126
2181,Lost Planet 2,PS3,2010,0.29,0.33,0.2,0.13,0.95,68.0,56,6.9,62
2184,Killzone,PS2,2004,0.79,0.03,0.0,0.13,0.94,70.0,67,7.4,254
2188,Star Fox 64 3D,3DS,2011,0.48,0.27,0.13,0.06,0.94,81.0,65,8.2,231
2190,Castlevania: Lament of Innocence,PS2,2003,0.46,0.36,0.0,0.12,0.94,79.0,45,8.4,74
2192,Tom Clancy's Splinter Cell: Blacklist,PS3,2013,0.34,0.39,0.06,0.15,0.94,84.0,27,7.7,314
2200,Brutal Legend,PS3,2009,0.54,0.27,0.0,0.13,0.94,83.0,61,7.6,162
2203,Bully,PS2,2006,0.75,0.03,0.04,0.12,0.94,87.0,69,9.1,293
2205,Prince of Persia: The Sands of Time,XB,2003,0.57,0.33,0.0,0.04,0.94,92.0,41,7.8,72
2209,Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,0.32,0.32,0.15,0.15,0.93,77.0,32,7.9,187
2210,EA Sports UFC 2,PS4,2016,0.29,0.49,0.0,0.15,0.93,79.0,38,6.2,157
2214,Dragon Age: Inquisition,XOne,2014,0.56,0.28,0.0,0.09,0.93,85.0,28,6.9,703
2215,White Knight Chronicles: International Edition,PS3,2008,0.33,0.16,0.36,0.08,0.93,64.0,77,7.5,213
2219,Kirby: Planet Robobot,3DS,2016,0.28,0.14,0.47,0.04,0.93,81.0,71,8.7,87
2225,Bayonetta,X360,2009,0.51,0.25,0.09,0.08,0.93,90.0,86,8,597
2229,Kingdom Hearts Re:coded,DS,2010,0.53,0.09,0.27,0.05,0.93,66.0,58,7,76
2230,Operation Flashpoint: Dragon Rising,X360,2009,0.36,0.45,0.02,0.1,0.93,77.0,47,7.8,112
2232,Lego Batman 3: Beyond Gotham,PS4,2014,0.37,0.4,0.0,0.15,0.93,73.0,43,7.1,75
2235,Brothers in Arms: Hell's Highway,PS3,2008,0.44,0.34,0.0,0.15,0.93,76.0,48,8,70
2237,Assassin's Creed III,PC,2012,0.28,0.53,0.0,0.12,0.93,80.0,21,6.2,1489
2238,Borderlands 2,PC,2012,0.42,0.41,0.0,0.1,0.93,89.0,38,8.2,2482
2242,NCAA Football 11,X360,2010,0.86,0.0,0.0,0.06,0.92,86.0,29,7.1,70
2246,Phoenix Wright: Ace Attorney,DS,2005,0.44,0.05,0.39,0.05,0.92,81.0,53,9.2,203
2247,MLB 15: The Show,PS4,2015,0.68,0.08,0.0,0.17,0.92,80.0,44,7.8,190
2248,South Park: The Stick of Truth,PS3,2014,0.43,0.34,0.0,0.16,0.92,85.0,31,8.5,575
2249,South Park: The Stick of Truth,X360,2014,0.58,0.26,0.0,0.09,0.92,82.0,33,8.4,363
2254,MLB 12: The Show,PS3,2012,0.86,0.0,0.0,0.06,0.92,87.0,23,7.5,75
2256,Dante's Inferno,X360,2010,0.63,0.2,0.02,0.07,0.92,73.0,71,7.7,224
2262,Blue Dragon,X360,2006,0.3,0.32,0.21,0.08,0.92,79.0,56,7.8,161
2264,Harvest Moon 3D: A New Beginning,3DS,2012,0.41,0.17,0.3,0.05,0.91,74.0,21,8.2,62
2272,Tom Clancy's EndWar,X360,2008,0.58,0.24,0.01,0.09,0.91,77.0,63,7.2,53
2275,Xenoblade Chronicles,Wii,2010,0.43,0.25,0.16,0.07,0.91,92.0,59,8.9,950
2279,Dynasty Warriors 7,PS3,2011,0.25,0.13,0.46,0.06,0.91,57.0,25,7.4,57
2280,NBA 2K14,XOne,2013,0.7,0.11,0.0,0.09,0.91,86.0,15,5.7,183
2282,SSX,PS3,2012,0.35,0.41,0.02,0.14,0.91,81.0,38,6.8,110
2283,Sonic Riders: Zero Gravity,Wii,2008,0.48,0.32,0.02,0.09,0.91,56.0,26,8.1,57
2287,Operation Flashpoint: Dragon Rising,PS3,2009,0.23,0.46,0.05,0.17,0.91,76.0,42,6.5,53
2289,Lost Odyssey,X360,2007,0.45,0.26,0.11,0.08,0.9,78.0,68,8.3,432
2290,Street Fighter V,PS4,2016,0.4,0.28,0.08,0.14,0.9,77.0,80,3.4,1221
2291,Just Cause 3,XOne,2015,0.44,0.39,0.0,0.08,0.9,71.0,24,7,186
2294,Marvel: Ultimate Alliance 2,X360,2009,0.68,0.15,0.0,0.08,0.9,73.0,75,7.3,82
2295,Burnout Revenge,PS2,2005,0.75,0.03,0.0,0.12,0.9,90.0,52,8.8,114
2296,Crysis 3,X360,2013,0.51,0.31,0.01,0.08,0.9,76.0,45,6.7,344
2298,The Witcher 2: Assassins of Kings,X360,2012,0.48,0.32,0.02,0.08,0.9,88.0,82,8.3,818
2299,Homefront,PS3,2011,0.32,0.39,0.04,0.15,0.9,70.0,60,5.7,174
2301,LEGO Jurassic World,PS4,2015,0.32,0.42,0.02,0.14,0.9,70.0,46,7,80
2303,The Elder Scrolls Online,PC,2014,0.32,0.51,0.0,0.07,0.9,71.0,64,5.7,2421
2307,Madden NFL 25,PS4,2013,0.63,0.13,0.0,0.15,0.9,74.0,13,5.2,118
2323,Castlevania: Circle of the Moon,GBA,2001,0.6,0.22,0.05,0.02,0.89,91.0,22,8.5,59
2324,SOCOM 4: U.S. Navy SEALs,PS3,2011,0.66,0.11,0.04,0.08,0.89,67.0,64,6.3,121
2326,FIFA Street,X360,2012,0.17,0.62,0.0,0.1,0.89,77.0,47,6.7,58
2327,Classic NES Series: The Legend of Zelda,GBA,2004,0.46,0.17,0.24,0.02,0.89,84.0,16,8.6,58
2328,Fire Emblem: The Sacred Stones,GBA,2004,0.42,0.16,0.3,0.02,0.89,85.0,38,9.1,132
2333,Killzone: Liberation,PSP,2006,0.44,0.27,0.0,0.18,0.89,77.0,56,8.3,80
2340,Resistance: Retribution,PSP,2009,0.27,0.35,0.05,0.21,0.89,81.0,67,8.1,84
2356,Call of Duty: Modern Warfare 2,PC,2009,0.01,0.79,0.0,0.09,0.88,86.0,40,4.2,6430
2357,The Tomb Raider Trilogy,PS3,2011,0.27,0.46,0.0,0.15,0.88,78.0,37,8.1,60
2358,F1 2010,X360,2010,0.18,0.59,0.01,0.1,0.88,84.0,43,7.5,65
2359,Call of Juarez: Bound in Blood,PS3,2009,0.35,0.37,0.01,0.15,0.88,78.0,47,7.8,91
2363,Dissidia 012: Duodecim Final Fantasy,PSP,2011,0.21,0.12,0.46,0.08,0.88,78.0,52,8.3,144
2367,Far Cry: Primal,XOne,2016,0.47,0.33,0.0,0.08,0.88,77.0,27,6.4,194
2368,Resident Evil: Revelations,3DS,2012,0.3,0.22,0.3,0.05,0.88,82.0,78,8.5,397
2369,Sonic Chronicles: The Dark Brotherhood,DS,2008,0.5,0.29,0.01,0.08,0.88,74.0,55,7.3,81
2371,Grand Theft Auto IV,PC,2008,0.01,0.79,0.0,0.07,0.88,90.0,40,6.6,2299
2372,Rock Band 3,X360,2010,0.73,0.09,0.0,0.06,0.88,93.0,57,8.2,137
2375,Borderlands: The Handsome Collection,PS4,2015,0.38,0.33,0.03,0.14,0.88,82.0,49,7.8,345
2383,Sleeping Dogs,X360,2012,0.38,0.4,0.01,0.08,0.87,80.0,47,7.9,468
2384,Kingdoms of Amalur: Reckoning,X360,2012,0.55,0.24,0.01,0.07,0.87,80.0,71,7.7,446
2388,Kingdom Hearts Re: Chain of Memories,PS2,2008,0.73,0.03,0.0,0.12,0.87,68.0,20,7.2,105
2393,LittleBigPlanet Karting,PS3,2012,0.42,0.3,0.01,0.15,0.87,73.0,69,6.9,159
2396,GRID,X360,2008,0.33,0.44,0.01,0.09,0.87,87.0,62,7.9,131
2397,DiRT,X360,2007,0.38,0.4,0.0,0.09,0.87,83.0,59,7.4,94
2399,Red Faction: Guerrilla,X360,2009,0.48,0.29,0.01,0.09,0.87,85.0,84,8.1,237
2405,Brothers in Arms: Hell's Highway,X360,2008,0.47,0.3,0.0,0.09,0.87,76.0,65,8.3,149
2406,Vagrant Story,PS,2000,0.3,0.2,0.3,0.06,0.87,92.0,19,8.3,129
2409,Crysis 3,PS3,2013,0.26,0.42,0.03,0.16,0.87,77.0,23,6.3,288
2410,Mercenaries 2: World in Flames,PS3,2008,0.29,0.39,0.02,0.16,0.87,72.0,43,7.1,73
2416,Guitar Hero Live,PS4,2015,0.34,0.38,0.0,0.14,0.86,80.0,69,6.2,160
2422,Guitar Hero: Warriors of Rock,X360,2010,0.47,0.31,0.0,0.08,0.86,72.0,65,6.5,51
2429,2010 FIFA World Cup South Africa,X360,2010,0.32,0.42,0.02,0.09,0.85,83.0,61,8.1,58
2436,Kingdoms of Amalur: Reckoning,PS3,2012,0.37,0.29,0.09,0.11,0.85,81.0,34,7.6,376
2438,Dragon Ball Z: Burst Limit,PS3,2008,0.22,0.33,0.18,0.12,0.85,71.0,32,7.2,51
2440,Tekken Tag Tournament 2,PS3,2012,0.28,0.31,0.13,0.13,0.85,82.0,50,8.2,193
2441,Ninja Gaiden Sigma 2,PS3,2009,0.52,0.16,0.08,0.1,0.85,83.0,52,7.7,115
2445,Wii Fit U,WiiU,2013,0.35,0.23,0.21,0.05,0.85,72.0,19,7.7,72
2449,The House of the Dead: Overkill,Wii,2009,0.44,0.3,0.02,0.09,0.85,78.0,65,8.7,95
2450,Army of Two: The 40th Day,PS3,2010,0.44,0.27,0.01,0.12,0.85,74.0,56,7,88
2451,Darksiders II,PS3,2012,0.35,0.35,0.01,0.14,0.84,84.0,39,7.1,422
2453,The Lord of the Rings: War in the North,X360,0,0.52,0.24,0.0,0.08,0.84,61.0,48,7.4,113
2454, Tales of Xillia 2,PS3,2012,0.2,0.12,0.45,0.07,0.84,71.0,59,7.9,216
2455,Ghostbusters: The Video Game,PS3,2009,0.34,0.36,0.0,0.14,0.84,78.0,74,7.9,96
2457,Xenoblade Chronicles X,WiiU,2015,0.36,0.28,0.14,0.06,0.84,84.0,87,8.9,1548
2462,Skate 2,PS3,2009,0.46,0.25,0.01,0.12,0.84,84.0,50,7.8,53
2466,Rogue Galaxy,PS2,2005,0.24,0.16,0.39,0.05,0.84,83.0,59,8.4,89
2470,Sniper Elite V2,X360,2012,0.46,0.28,0.02,0.07,0.84,67.0,37,6.8,131
2471,Metroid: Zero Mission,GBA,2004,0.6,0.22,0.0,0.01,0.84,89.0,50,9,132
2473,Burnout Legends,PSP,2005,0.7,0.05,0.0,0.08,0.84,86.0,53,8.4,108
2481,Duke Nukem Forever,X360,2011,0.52,0.25,0.0,0.07,0.83,49.0,76,4.4,456
2491,Sly 3: Honor Among Thieves,PS2,2005,0.69,0.03,0.0,0.11,0.83,83.0,59,8.8,130
2494,Street Fighter X Tekken,PS3,2012,0.42,0.21,0.1,0.09,0.83,84.0,51,5.3,191
2497,Sid Meier's Civilization Revolution,X360,2008,0.58,0.17,0.0,0.07,0.83,84.0,55,7.8,171
2498,Tales of the Abyss,3DS,2011,0.43,0.19,0.14,0.06,0.83,75.0,33,7.6,197
2499,Dragon Age II,PS3,2011,0.4,0.26,0.05,0.11,0.83,82.0,52,4.3,1197
2500,Call of Duty: Modern Warfare 3,Wii,2011,0.55,0.2,0.0,0.08,0.82,70.0,16,1.8,442
2517,Stranglehold,X360,2007,0.4,0.33,0.01,0.09,0.82,77.0,59,7.6,91
2519,Shin Megami Tensei: Persona 4,PS2,2008,0.34,0.04,0.36,0.08,0.82,90.0,47,8.9,634
2520,Devil May Cry HD Collection,PS3,2012,0.42,0.19,0.11,0.09,0.82,74.0,27,8.8,158
2522,The Lord of the Rings: War in the North,PS3,0,0.25,0.42,0.01,0.13,0.82,63.0,33,7,100
2532,The Legend of Zelda: Four Swords Adventures,GC,2004,0.63,0.16,0.0,0.02,0.81,86.0,55,7.2,74
